GuestID,BookingDate,PromoCode,Region,AllInclusive,Room,PackageType,Age,VIP,RoomService,Dining,Retail,Spa,Entertainment,LoyaltyPoints,SurveyScore,DaysSinceEmail,BookingChannel,AgeGroup,ReferralSource,Churned
233300,2024-06-01,PromoA,Americas,1,G/615/P,Relaxation,16.0,0,0.0,0.0,0.0,,0.0,5157,5,88,Website,Minor,Facebook,1
242102,2024-05-25,,Americas,0,F/1280/S,Adventure,22.0,0,0.0,833.0,381.0,0.0,12.0,2031,1,314,TravelAgent,Young,Google,1
113865,2024-12-28,,AsiaPacific,0,E/226/P,Relaxation,20.0,0,984.0,1.0,921.0,0.0,,6287,1,70,Mobile,Young,TripAdvisor,0
512274,2024-07-08,PromoB,Americas,0,F/1083/P,Relaxation,31.0,0,1177.0,2.0,0.0,,1.0,5140,4,113,Phone,Middle,Friend,0
716431,2024-10-13,PromoA,AsiaPacific,0,F/103/P,Wellness,27.0,0,,6.0,419951.03937848576,144.0,0.0,8804,4,176,TravelAgent,Young,Facebook,0
497103,2024-02-10,,Europe,1,,Adventure,23.0,0,0.0,0.0,0.0,0.0,0.0,3994,5,297,Website,Young,Friend,1
337665,2024-08-10,,Europe,0,C/190/S,Adventure,49.0,0,0.0,7762.0,2.0,0.0,98.0,672,5,207,TravelAgent,Senior,Google,1
423452,2024-04-20,PromoB,Europe,1,C/251/P,Adventure,20.0,0,192123.7033339625,0.0,0.0,0.0,0.0,4414,3,75,Phone,Young,TikTok,1
752096,2024-12-03,,Europe,1,B/133/P,Relaxation,28.0,0,,0.0,0.0,0.0,0.0,3207,3,360,TravelAgent,Young,Google,1
598268,2024-07-28,,Europe,1,C/200/S,Adventure,59.0,0,0.0,0.0,0.0,0.0,0.0,5723,5,135,Phone,Senior,YouTube,1
790714,2024-01-26,PromoB,Americas,0,F/438/S,Adventure,31.0,0,0.0,14.0,671.0,1.0,3.0,1849,5,172,Corporate,Middle,Facebook,0
577713,2024-07-07,,Americas,0,F/1553/S,Wellness,23.0,0,90.0,4.0,0.0,7.0,588.0,4311,1,289,Mobile,Young,Magazine,0
564624,2024-12-08,PromoB,AsiaPacific,1,F/525/P,Relaxation,0.0,0,0.0,0.0,0.0,0.0,0.0,6798,1,129,Corporate,,Pinterest,1
856117,2024-08-03,PromoA,Americas,0,F/251/S,Adventure,27.0,0,1.0,299.0,1.0,380.0,13.0,4186,1,335,TravelAgent,Young,Billboard,0
122219,2023-11-13,PromoA,Europe,1,B/224/P,Relaxation,25.0,0,0.0,0.0,0.0,0.0,0.0,3742,5,44,Mobile,Young,Podcast,1
382442,2023-08-19,,AsiaPacific,1,F/555/S,Relaxation,6.0,0,,0.0,365254.5962074567,0.0,0.0,8160,4,218,Corporate,Minor,Magazine,1
664089,2024-12-17,,AsiaPacific,1,,Relaxation,27.0,0,0.0,0.0,0.0,0.0,404486.3380140357,4666,1,163,Phone,Young,Instagram,1
490293,2024-07-04,PromoB,Americas,0,G/1460/S,Wellness,27.0,0,0.0,468.0,0.0,59.0,309.0,2907,4,344,Website,Young,Friend,0
317554,2024-08-09,PromoB,Americas,1,G/1091/S,Relaxation,46.0,0,0.0,0.0,0.0,0.0,0.0,8712,2,178,Corporate,Senior,Facebook,1
107242,2023-07-15,,Americas,1,G/611/P,Relaxation,43.0,0,0.0,,0.0,0.0,,7961,5,242,Website,Middle,Friend,1
931953,2024-02-12,PromoB,Americas,0,G/470/S,Wellness,28.0,0,3.0,141.0,0.0,0.0,1689.0,4326,2,350,Website,Young,Instagram,0
201424,2024-11-12,,Americas,1,G/152/S,Relaxation,27.0,,0.0,0.0,0.0,0.0,0.0,8241,4,318,Website,Young,Facebook,0
395308,2024-01-11,PromoA,Europe,0,B/238/S,Relaxation,27.0,0,3.0,4654.0,0.0,657.0,214.0,6093,2,227,Mobile,Young,Facebook,1
394321,2024-12-14,PromoB,AsiaPacific,0,E/431/S,Relaxation,14.0,0,0.0,0.0,0.0,0.0,0.0,644,4,133,Mobile,Minor,Friend,0
160108,2023-06-01,PromoB,Europe,1,B/217/P,Relaxation,24.0,0,0.0,0.0,0.0,0.0,0.0,720,5,323,Corporate,Young,Email,0
667643,2023-07-22,,Europe,0,A/7/S,Adventure,25.0,0,0.0,4949.0,0.0,452.0,15.0,6452,5,77,Mobile,Young,TikTok,1
978054,2024-02-17,,Europe,1,E/240/P,,29.0,0,0.0,0.0,0.0,0.0,0.0,6965,5,291,Phone,Young,Radio,1
130412,2023-11-25,,Americas,0,E/197/P,Relaxation,20.0,0,4.0,353.0,193.0,241.0,0.0,9611,3,140,Mobile,Young,TripAdvisor,0
755996,2024-07-15,PromoB,Americas,0,E/413/P,Relaxation,32.0,0,1.0,0.0,0.0,1.0,785.0,9113,5,114,TravelAgent,Middle,Radio,0
505180,2023-12-18,,AsiaPacific,0,E/194/P,Adventure,22.0,0,2229.0,0.0,1349.0,121.0,0.0,8794,1,273,Phone,Young,Yelp,1
840482,2023-10-01,,Europe,0,A/71/S,Relaxation,33.0,0,,1513.0,5.0,63.0,144.0,9832,3,61,Website,Middle,Instagram,1
704214,2024-07-14,PromoB,Americas,0,F/515/S,Relaxation,,0,1.0,4.0,0.0,750.0,3.0,8256,2,297,Website,Young,Flyer,0
542914,2023-02-20,PromoB,Americas,0,F/1755/P,Relaxation,21.0,0,129.0,106.0,280.0,183.0,18.0,8314,2,53,Website,Young,TripAdvisor,0
886126,2024-01-26,,AsiaPacific,0,,Relaxation,19.0,0,781.0,0.0,295.0,613.0,0.0,6933,2,123,Website,Young,Instagram,0
201562,2023-08-14,PromoA,Americas,1,G/1493/S,Wellness,,0,0.0,0.0,0.0,0.0,0.0,9119,4,112,TravelAgent,Minor,Facebook,1
228597,2023-08-24,PromoB,Europe,0,B/11/S,Adventure,18.0,0,17.0,215.0,4.0,5132.0,697.0,4082,5,26,TravelAgent,Minor,Facebook,0
123434,2023-07-13,PromoA,Americas,0,F/83/S,Relaxation,55.0,0,210.0,185.0,188.0,59.0,73.0,5526,1,240,Mobile,Senior,Email,0
322463,2023-01-20,PromoB,AsiaPacific,1,F/163/P,Relaxation,59.0,0,0.0,0.0,0.0,0.0,0.0,6625,2,208,Corporate,Senior,TV,1
211533,2023-01-28,PromoA,Americas,1,G/67/S,,50.0,0,0.0,0.0,0.0,0.0,0.0,6905,1,89,TravelAgent,Senior,Facebook,0
582389,2024-01-28,,Europe,0,E/548/S,Adventure,,0,0.0,2215.0,2.0,1294.0,274.0,8383,5,340,Phone,Middle,Email,0
806738,2024-06-03,PromoA,Americas,0,F/1655/S,Relaxation,22.0,0,4.0,0.0,72.0,21.0,600.0,1681,3,60,Website,Young,Yelp,0
467355,2024-07-21,PromoA,Europe,1,B/177/P,Adventure,18.0,0,0.0,0.0,0.0,0.0,0.0,1839,3,94,Mobile,Minor,LinkedIn,1
119939,2024-09-25,,Americas,0,E/337/P,Relaxation,60.0,0,943.0,53.0,0.0,0.0,0.0,5258,4,160,Phone,Senior,YouTube,0
600869,2024-08-14,,Europe,0,B/305/S,Adventure,34.0,0,0.0,3424.0,6.0,2445.0,1128.0,7071,5,341,Corporate,Middle,Friend,0
743122,2024-04-06,PromoA,AsiaPacific,1,E/151/P,Relaxation,43.0,,0.0,0.0,0.0,0.0,0.0,6341,4,281,Website,Middle,Friend,0
158134,2024-06-16,PromoA,Americas,0,G/1478/S,Relaxation,54.0,0,724.0,25.0,71.0,0.0,1054.0,6864,2,359,Corporate,Senior,YouTube,0
312154,2023-02-14,PromoA,Americas,1,G/31/P,Relaxation,15.0,0,0.0,,0.0,0.0,0.0,3444,2,254,Mobile,Minor,Instagram,1
617566,2024-10-11,PromoA,Europe,0,A/10/P,Adventure,30.0,0,0.0,3628.0,289.0,1737.0,4987.0,4135,1,349,Phone,Young,YouTube,0
425833,2024-03-23,,Americas,0,G/915/P,Relaxation,42.0,0,0.0,29.0,317.0,434.0,45.0,2425,5,40,Mobile,Middle,Twitter,1
707099,2024-06-24,,Europe,1,B/150/P,Relaxation,19.0,0,,0.0,0.0,0.0,0.0,218,4,292,TravelAgent,Young,Facebook,1
300435,2024-01-02,,Americas,0,G/1209/P,Adventure,25.0,0,0.0,1435.0,0.0,0.0,0.0,1130,1,196,Mobile,Young,YouTube,1
254644,2024-08-23,,Americas,,F/1388/P,Relaxation,,0,707.0,24.0,0.0,124827.43191197085,170.0,4361,5,188,Website,Senior,TripAdvisor,0
163963,2024-06-09,,Americas,1,G/897/S,Adventure,23.0,0,0.0,0.0,0.0,0.0,0.0,9310,4,342,Mobile,Young,Twitter,1
842572,2024-08-18,PromoB,Americas,0,F/558/S,Relaxation,35.0,0,,213469.98952785565,97.0,30.0,510.0,5586,3,43,Phone,Middle,Instagram,0
978913,2024-01-02,,Americas,1,G/1325/S,Relaxation,,0,0.0,0.0,0.0,0.0,0.0,6199,1,286,Phone,Middle,Google,0
705366,2024-06-18,,Americas,1,G/838/P,Relaxation,9.0,0,0.0,0.0,0.0,0.0,0.0,8842,5,267,Mobile,Minor,Instagram,1
975835,2024-03-16,,Europe,1,B/334/S,Relaxation,39.0,0,0.0,0.0,0.0,0.0,0.0,9231,2,58,Corporate,Middle,TikTok,1
985187,2024-07-27,PromoB,AsiaPacific,0,E/481/S,Relaxation,20.0,0,3191.0,0.0,211.0,21.0,117.0,808,1,112,Phone,Young,Google,0
526045,2024-08-11,,Europe,0,C/60/S,Relaxation,35.0,0,305.0,3621.0,0.0,320.0,341.0,8023,2,126,TravelAgent,Middle,Instagram,1
225354,2023-02-22,PromoB,Americas,0,E/83/S,Relaxation,23.0,0,142033.1243231332,0.0,279.0,0.0,512.0,1252,2,75,Website,Young,Flyer,0
284721,2023-02-19,PromoB,Americas,0,G/893/P,Relaxation,35.0,,753.0,335.0,1.0,348.0,0.0,8477,3,59,TravelAgent,Middle,Friend,0
661895,2024-04-06,,AsiaPacific,1,F/211/S,Relaxation,5.0,0,0.0,,0.0,0.0,0.0,7339,4,135,Mobile,Minor,Facebook,1
248852,2023-07-05,PromoB,Americas,0,E/105/P,Relaxation,40.0,0,813.0,0.0,473.0,236.0,0.0,7195,5,194,TravelAgent,Middle,Facebook,1
829250,2024-08-06,,Americas,1,,Adventure,6.0,0,0.0,0.0,0.0,0.0,0.0,7176,5,184,Mobile,Minor,TV,1
900273,2024-01-03,PromoB,Europe,0,A/51/S,Adventure,43.0,1,0.0,3172.0,0.0,26.0,4376.0,6676,1,112,Mobile,Middle,TripAdvisor,0
955384,2024-10-18,,Americas,1,G/1147/S,Relaxation,63.0,0,0.0,0.0,0.0,0.0,0.0,7489,2,25,Corporate,Elderly,Magazine,1
800853,2024-07-27,PromoB,Americas,0,F/116/P,Relaxation,23.0,0,0.0,334.0,310.0,0.0,0.0,6936,1,86,Website,Young,Radio,1
335552,2024-08-25,PromoB,Americas,0,G/1205/S,Wellness,24.0,0,549.0,3.0,201.0,0.0,0.0,5354,5,128,Mobile,Young,Magazine,0
211050,2024-07-17,,AsiaPacific,0,E/443/P,Adventure,16.0,0,1228.0,0.0,450.0,446.0,,9305,3,129,TravelAgent,Minor,TripAdvisor,0
584414,2024-12-22,PromoB,Americas,0,G/6/S,Relaxation,,0,4.0,0.0,2.0,4683.0,0.0,2754,1,79,Corporate,,YouTube,0
384292,2024-02-10,,Europe,1,B/261/P,Relaxation,18.0,0,,0.0,0.0,390768.8504812481,0.0,5824,3,62,TravelAgent,Minor,Friend,1
432484,2023-12-02,,Americas,0,F/687/S,Wellness,39.0,0,0.0,0.0,0.0,1144.0,0.0,9786,5,187,Phone,Middle,Yelp,0
468960,2024-09-12,PromoB,Americas,0,F/378/S,Adventure,22.0,,0.0,0.0,30.0,499.0,138.0,968,2,218,TravelAgent,Young,TripAdvisor,0
230673,2024-02-03,,Europe,1,B/199/P,Adventure,,0,0.0,0.0,0.0,0.0,0.0,196,5,217,Phone,,Podcast,1
691885,2024-02-25,PromoB,Americas,0,F/191/S,,36.0,0,1.0,1410.0,0.0,1.0,0.0,6327,2,6,Corporate,Middle,YouTube,1
141438,2024-02-28,,Americas,0,G/1278/P,Relaxation,24.0,0,0.0,80.0,106.0,344.0,0.0,3576,2,41,Website,Young,Email,0
309601,2024-07-23,PromoA,Americas,1,G/252/P,Relaxation,18.0,0,0.0,0.0,0.0,0.0,0.0,2351,4,187,Corporate,Minor,TikTok,1
313648,2024-07-08,PromoB,Americas,0,G/1433/P,Wellness,24.0,0,726.0,3488.0,200.0,17.0,275.0,4726,1,329,Phone,Young,Friend,0
729483,2024-06-01,,Americas,1,G/1382/S,Relaxation,23.0,0,0.0,0.0,0.0,0.0,0.0,1989,4,233,TravelAgent,Young,Friend,1
353416,2024-04-21,,Europe,0,C/45/S,Relaxation,31.0,0,0.0,1847.0,0.0,103.0,694.0,6104,4,225,Corporate,Middle,Google,1
267751,2024-11-16,,Europe,1,B/329/S,,41.0,0,0.0,0.0,0.0,0.0,0.0,9994,5,40,Corporate,Middle,Twitter,1
704201,2024-04-23,PromoB,Americas,0,G/521/P,Relaxation,0.0,0,0.0,0.0,0.0,405913.32950582355,0.0,8978,1,184,Mobile,,Friend,0
429706,2024-07-19,PromoB,Americas,0,F/421/P,Wellness,13.0,0,0.0,2.0,480.0,10.0,176.0,3381,1,55,TravelAgent,Minor,Yelp,0
585962,2024-11-23,,,0,F/61/S,Relaxation,59.0,1,1018.0,0.0,209.0,0.0,0.0,345,1,334,Website,Senior,Friend,0
955047,2024-12-14,,Americas,1,,Relaxation,37.0,0,0.0,0.0,0.0,0.0,0.0,7501,2,98,Website,Middle,Email,1
401389,2023-08-23,,Europe,1,B/24/P,Relaxation,28.0,0,0.0,0.0,0.0,0.0,0.0,367,1,36,Phone,Young,TripAdvisor,1
972481,2024-08-06,PromoB,AsiaPacific,1,F/860/S,Relaxation,35.0,0,0.0,0.0,0.0,0.0,0.0,6463,5,186,Website,Middle,Google,1
831670,2024-06-18,PromoB,Americas,0,G/657/P,Relaxation,4.0,0,0.0,0.0,0.0,0.0,0.0,1897,4,310,Corporate,Minor,Facebook,0
757308,2023-01-03,,AsiaPacific,0,F/1218/P,Relaxation,35.0,0,750.0,0.0,0.0,0.0,1065.0,2226,2,250,TravelAgent,Middle,Google,0
651421,2023-01-16,PromoB,Americas,0,F/1209/S,Relaxation,21.0,0,0.0,541.0,0.0,143.0,0.0,6490,5,17,Corporate,Young,Facebook,0
653695,2024-11-17,PromoB,Americas,0,G/1284/S,Adventure,29.0,0,30.0,0.0,0.0,0.0,780.0,6018,3,307,Phone,Young,YouTube,0
922228,2024-06-10,PromoA,Americas,0,G/312/P,Relaxation,47.0,0,0.0,444.0,328.0,56.0,,6107,2,327,Website,Senior,LinkedIn,0
549210,2024-09-19,,AsiaPacific,0,E/187/P,Relaxation,51.0,0,1644.0,0.0,234.0,157.0,64.0,7626,4,315,TravelAgent,Senior,Google,0
712062,2024-06-07,,,1,G/450/S,Adventure,3.0,0,,0.0,,0.0,0.0,1596,1,119,Corporate,Minor,Friend,1
912690,2024-12-17,,Americas,0,E/98/S,Relaxation,29.0,0,,0.0,561.0,203.0,0.0,7469,1,117,Corporate,Young,TripAdvisor,0
755676,2024-08-14,PromoA,Europe,0,A/36/S,Adventure,,0,,216172.84249625792,7.0,308.0,4941.0,758,1,112,Phone,Middle,Google,0
360368,2024-02-03,,Americas,1,G/636/P,Adventure,7.0,0,0.0,0.0,0.0,,0.0,7291,3,113,Corporate,Minor,Email,1
445448,2024-03-16,,Americas,1,G/284/S,Relaxation,24.0,0,0.0,0.0,0.0,0.0,0.0,6442,3,109,TravelAgent,Young,Radio,1
339864,2023-10-20,PromoA,Europe,0,E/211/S,Relaxation,37.0,0,76.0,2804.0,0.0,1287.0,1229.0,5820,2,199,Mobile,Middle,Friend,0
850062,2024-02-01,,AsiaPacific,0,F/151/S,Relaxation,0.0,0,0.0,0.0,0.0,0.0,0.0,9906,3,15,Mobile,,Instagram,1
849674,2024-04-07,,Americas,0,F/1658/S,Relaxation,24.0,0,13.0,221.0,0.0,1154.0,0.0,6337,1,29,TravelAgent,Young,LinkedIn,0
214778,2023-07-27,,Americas,1,G/166/P,Relaxation,4.0,0,0.0,0.0,0.0,0.0,0.0,8327,1,81,Phone,Minor,Yelp,0
683376,2023-12-07,PromoA,Americas,1,G/252/S,Wellness,1.0,0,0.0,0.0,0.0,0.0,0.0,3482,1,134,Corporate,Minor,Facebook,1
622475,2023-02-26,,Europe,1,B/118/P,Adventure,18.0,0,0.0,0.0,0.0,0.0,0.0,7819,1,218,Website,Minor,Facebook,1
534018,2023-03-07,PromoB,Americas,0,F/1705/S,Wellness,18.0,0,0.0,3.0,110.0,588.0,0.0,4628,2,156,Phone,Minor,Google,0
422923,2024-04-16,PromoA,AsiaPacific,0,F/1872/P,Relaxation,35.0,0,3.0,1376.0,11.0,0.0,360.0,4189,1,158,Phone,Middle,Email,0
816067,2024-06-27,,Europe,0,B/81/P,Adventure,34.0,0,3551.0,1284.0,1865.0,90.0,0.0,2057,4,176,Website,Middle,Google,1
733094,2024-01-13,PromoA,Europe,0,B/238/P,Adventure,44.0,0,0.0,4322.0,3.0,153.0,52.0,3663,5,81,Website,Middle,Instagram,1
248809,2024-03-16,PromoB,Americas,0,E/550/S,Relaxation,25.0,0,0.0,0.0,0.0,788.0,3.0,3086,4,85,Website,Young,Google,0
410987,2024-07-19,,Americas,0,G/833/S,,31.0,0,25.0,712.0,0.0,16.0,0.0,9697,4,88,Corporate,Middle,Instagram,1
356668,2024-12-07,PromoA,Europe,1,,Relaxation,31.0,0,113657.17022930336,0.0,0.0,0.0,0.0,3234,5,4,Phone,Middle,Google,1
348691,2024-12-27,PromoA,AsiaPacific,0,F/1036/P,Relaxation,44.0,0,184773.47933653597,3.0,20.0,0.0,,8800,5,336,Phone,Middle,Google,0
116995,2023-06-11,PromoB,AsiaPacific,0,E/598/S,Relaxation,,0,1478.0,0.0,318880.61372204777,0.0,0.0,2964,2,291,Corporate,Middle,Google,0
213738,2024-12-19,,Americas,0,G/868/S,Relaxation,,0,0.0,0.0,33.0,677.0,0.0,2322,4,149,Mobile,Middle,Email,0
507110,2024-07-26,PromoB,Americas,0,F/1821/P,Relaxation,26.0,0,903.0,0.0,182.0,0.0,27.0,4984,4,263,TravelAgent,Young,Facebook,0
746976,2024-12-20,,Europe,1,B/145/P,Relaxation,29.0,0,0.0,0.0,0.0,0.0,0.0,5647,3,118,TravelAgent,Young,TV,1
355760,2023-02-21,,AsiaPacific,1,F/1396/P,Relaxation,41.0,0,0.0,0.0,0.0,0.0,0.0,6020,2,315,Corporate,Middle,Facebook,1
678079,2024-04-21,,Americas,0,F/1312/P,Relaxation,32.0,0,,0.0,0.0,1382.0,0.0,9014,3,52,Corporate,Middle,Friend,0
661279,2024-06-02,,Americas,0,G/777/S,,52.0,0,935.0,779.0,0.0,0.0,0.0,6256,1,240,Website,Senior,YouTube,1
115078,2024-07-04,PromoA,Americas,0,E/487/S,Relaxation,51.0,0,3.0,33.0,12.0,38.0,896.0,6862,2,323,TravelAgent,Senior,Facebook,0
207398,2023-12-12,,Americas,0,G/506/P,Relaxation,22.0,0,,0.0,102.0,43.0,700.0,870,2,145,Corporate,Young,Google,0
255012,2024-09-15,PromoA,Americas,,G/1498/P,Relaxation,8.0,0,0.0,0.0,0.0,0.0,0.0,3339,5,343,TravelAgent,Minor,Instagram,0
782197,2024-01-12,,Americas,1,G/679/S,Wellness,19.0,0,0.0,0.0,0.0,0.0,307391.9738090838,5986,2,318,Mobile,Young,Facebook,0
744623,2024-08-13,,Americas,0,F/362/P,Relaxation,23.0,0,1639.0,1218.0,0.0,1.0,0.0,1413,2,248,Website,Young,Flyer,1
372856,2024-07-25,,AsiaPacific,0,F/1341/S,Relaxation,,0,1216.0,0.0,30.0,43.0,0.0,7188,1,199,TravelAgent,,TripAdvisor,0
248215,2023-04-20,,AsiaPacific,1,E/13/S,Relaxation,,0,0.0,0.0,0.0,0.0,0.0,2575,2,198,Phone,Middle,Google,0
243840,2024-12-18,PromoA,Americas,0,E/66/S,Relaxation,,0,47.0,0.0,10.0,139.0,1406.0,6705,1,269,Phone,Young,Friend,0
975760,2023-10-21,,Americas,0,F/1439/P,Relaxation,70.0,0,28.0,0.0,0.0,672.0,104.0,184,3,41,Phone,Elderly,Podcast,0
830256,2024-12-20,PromoB,Americas,0,F/752/S,Relaxation,19.0,0,0.0,0.0,5.0,206203.3841732109,0.0,102,1,65,Phone,Young,Facebook,1
847199,2024-07-13,,Americas,1,G/1012/P,Relaxation,47.0,0,0.0,0.0,0.0,0.0,0.0,6480,4,270,Corporate,Senior,Google,1
751647,2024-04-26,PromoB,AsiaPacific,0,F/326/S,Relaxation,19.0,0,285.0,54.0,119636.39106635115,102.0,0.0,7382,3,162,Mobile,Young,Friend,0
639676,2024-08-17,,Europe,1,B/72/P,Relaxation,27.0,0,0.0,,0.0,0.0,0.0,1990,3,268,TravelAgent,Young,TikTok,1
707590,2024-03-22,PromoA,Americas,1,G/324/S,Adventure,42.0,0,0.0,0.0,0.0,0.0,,4968,2,342,Website,Middle,Podcast,1
932473,2023-08-19,,Americas,0,F/195/P,Relaxation,13.0,0,0.0,7.0,0.0,1175.0,0.0,3083,2,280,Website,Minor,TripAdvisor,0
514536,2024-08-03,,AsiaPacific,0,F/1328/S,Relaxation,20.0,0,3839.0,57.0,1967.0,4.0,2.0,3261,4,311,TravelAgent,Young,Podcast,0
409679,2024-10-01,,Europe,0,C/229/S,Relaxation,28.0,,0.0,4585.0,0.0,2.0,35.0,3380,5,77,Phone,Young,YouTube,1
523352,2023-06-20,PromoB,Americas,0,F/67/S,Relaxation,15.0,0,358.0,212.0,33.0,0.0,112.0,7415,5,256,TravelAgent,Minor,Friend,0
990491,2023-01-24,,AsiaPacific,0,E/545/P,Relaxation,19.0,0,0.0,0.0,0.0,0.0,0.0,2886,4,274,Phone,Young,Friend,0
319848,2023-09-06,,AsiaPacific,0,F/1711/P,Adventure,25.0,0,149.0,0.0,194.0,731.0,0.0,6552,2,55,Mobile,Young,Google,0
969830,2024-01-23,,Americas,,F/1436/S,Wellness,29.0,0,5.0,598.0,,0.0,0.0,162,2,181,Mobile,Young,Email,0
923243,2024-01-06,,Europe,0,C/269/S,Relaxation,60.0,0,0.0,3435.0,0.0,5458.0,10.0,2221,3,228,Phone,Senior,Email,0
630562,2024-06-21,PromoB,Americas,0,F/1163/S,Adventure,27.0,0,0.0,0.0,0.0,2725.0,73.0,6629,2,76,Phone,Young,Friend,0
648585,2024-12-17,,Americas,0,G/486/P,,37.0,0,221.0,0.0,32.0,38.0,516.0,8229,5,19,Phone,Middle,YouTube,0
915013,2024-02-21,PromoA,Europe,0,,Relaxation,52.0,0,0.0,3275.0,111.0,51.0,387837.2690145367,7720,1,280,TravelAgent,Senior,Yelp,1
451869,2024-10-21,PromoA,Americas,0,G/675/P,Relaxation,41.0,0,1025.0,0.0,0.0,0.0,0.0,6330,3,349,Phone,Middle,TripAdvisor,0
758732,2024-06-12,,Americas,0,F/1063/P,Relaxation,,0,0.0,43.0,693.0,0.0,0.0,7754,4,248,Mobile,Young,TripAdvisor,1
153058,2024-06-01,,Americas,1,G/1385/P,Adventure,22.0,0,0.0,0.0,0.0,0.0,0.0,7467,3,185,Corporate,Young,Yelp,1
123323,2024-02-22,PromoB,Americas,0,F/687/P,,27.0,0,0.0,0.0,775.0,226927.35785854043,0.0,1658,5,92,Website,Young,TikTok,1
320082,2023-01-25,PromoB,AsiaPacific,1,F/1144/P,Relaxation,44.0,0,0.0,0.0,0.0,0.0,0.0,4201,1,111,TravelAgent,Middle,TikTok,1
625480,2024-06-11,PromoB,Americas,0,G/4/S,Relaxation,32.0,0,0.0,850.0,81.0,437.0,453.0,2266,2,323,Corporate,Middle,Magazine,0
151675,2024-01-04,PromoA,Americas,1,G/1460/S,Relaxation,0.0,,0.0,0.0,,0.0,0.0,9117,3,135,TravelAgent,,Magazine,1
974490,2023-02-27,,Americas,0,G/1088/P,Relaxation,37.0,0,18.0,238.0,0.0,528.0,0.0,5503,3,181,Corporate,Middle,Google,0
534974,2024-02-04,PromoA,Americas,1,G/47/S,Relaxation,29.0,0,0.0,0.0,0.0,0.0,0.0,1087,2,65,TravelAgent,Young,Google,0
603716,2023-02-25,,Europe,0,B/107/P,Relaxation,23.0,0,2.0,6748.0,0.0,23.0,0.0,2168,1,47,TravelAgent,Young,TripAdvisor,1
240249,2024-08-06,PromoB,Europe,0,D/245/S,Relaxation,30.0,0,0.0,640.0,0.0,31.0,6201.0,9561,3,359,Corporate,Young,Instagram,0
292573,2024-07-06,,AsiaPacific,0,F/1800/P,Relaxation,20.0,0,,2.0,289.0,976.0,0.0,555,2,296,Mobile,Young,TV,1
430300,2024-08-28,PromoA,AsiaPacific,0,D/185/S,Adventure,15.0,0,3811.0,0.0,120012.60689839424,236.0,0.0,4775,5,83,TravelAgent,Minor,Friend,0
216655,2024-08-04,PromoB,Europe,0,B/277/S,Relaxation,38.0,0,4.0,5974.0,0.0,3682.0,197.0,7729,5,116,Mobile,Middle,Friend,0
116089,2024-11-24,PromoA,Americas,0,E/87/S,Relaxation,20.0,0,0.0,0.0,0.0,1608.0,1.0,6447,2,207,Phone,Young,TripAdvisor,0
567126,2024-06-09,PromoA,Americas,0,F/349/S,Wellness,16.0,0,112.0,0.0,38.0,77.0,443.0,8674,1,144,Website,Minor,Email,0
564195,2024-12-04,PromoB,Americas,,,Relaxation,19.0,0,68.0,0.0,0.0,719.0,0.0,6755,4,334,Phone,Young,Facebook,0
743356,2024-07-20,PromoA,Europe,1,B/181/P,Adventure,31.0,0,0.0,0.0,0.0,0.0,0.0,2517,5,25,TravelAgent,Middle,Google,1
370975,2024-01-19,PromoA,Europe,1,B/119/P,Adventure,45.0,0,0.0,0.0,0.0,0.0,0.0,7217,1,224,TravelAgent,Middle,YouTube,1
231050,2024-01-16,,Europe,0,B/55/S,Relaxation,43.0,0,,368.0,268.0,842.0,13.0,8857,5,290,Mobile,Middle,Facebook,1
172303,2023-01-13,PromoA,Americas,1,G/150/S,Relaxation,71.0,0,0.0,0.0,0.0,0.0,0.0,9779,2,167,Mobile,Elderly,Google,1
500397,2024-08-23,PromoB,Americas,0,F/1561/S,Relaxation,21.0,0,644.0,0.0,0.0,0.0,2.0,9476,3,154,Phone,Young,Facebook,0
354773,2023-03-15,PromoB,AsiaPacific,0,E/415/P,Relaxation,35.0,0,771.0,0.0,183.0,0.0,0.0,8915,5,211,Phone,Middle,TripAdvisor,0
545134,2024-12-15,PromoA,Americas,0,F/1454/P,Relaxation,28.0,0,0.0,0.0,285.0,136.0,340718.2745194598,4588,3,28,Corporate,Young,TikTok,0
284883,2024-08-18,PromoB,AsiaPacific,0,D/168/S,Relaxation,57.0,0,218274.26062434298,0.0,1006.0,0.0,217608.5487413634,3531,5,183,Mobile,Senior,Facebook,0
258837,2024-12-14,,Europe,1,C/79/P,Adventure,27.0,0,0.0,0.0,265814.20438256674,0.0,0.0,1983,2,187,Corporate,Young,YouTube,1
238479,2023-02-11,PromoA,Europe,1,C/86/P,Adventure,50.0,0,0.0,0.0,0.0,0.0,0.0,9340,1,97,Website,Senior,Yelp,1
741495,2023-06-01,,Americas,0,G/367/P,Relaxation,3.0,0,0.0,0.0,0.0,0.0,0.0,4613,3,1,Phone,Minor,Facebook,1
330887,2024-06-01,,Europe,1,B/13/S,Relaxation,40.0,0,,0.0,0.0,0.0,0.0,1391,3,96,Phone,Middle,Google,1
271499,2023-06-03,,AsiaPacific,1,F/545/P,Adventure,50.0,0,0.0,0.0,0.0,0.0,0.0,2484,1,244,Mobile,Senior,Email,1
642883,2024-08-10,,AsiaPacific,0,F/1010/P,Relaxation,43.0,0,11.0,0.0,1297.0,38.0,0.0,6885,5,324,Corporate,Middle,Google,1
